时间,收盘价,代码,成交量,成交笔数,收益率,净价,全价
2019-08-29,101.7372,150314.IB,410000000.0,3.0,3.5450000762939453,101.7372,0
2019-08-30,101.7372,150314.IB,0.0,,3.54499888420105,101.7372,0
2019-09-02,101.7372,150314.IB,0.0,,3.5447006225585938,101.7372,0
2019-09-03,101.3305,150314.IB,200000000.0,4.0,3.619999885559082,101.3305,0
2019-09-04,101.3839,150314.IB,50000000.0,1.0,3.609999895095825,101.3839,0
2019-09-05,101.6526,150314.IB,1350000000.0,3.0,3.559999942779541,101.6526,0
2019-09-06,101.7476,150314.IB,900000000.0,3.0,3.542399883270264,101.7476,0
2019-09-09,101.7275,150314.IB,150000000.0,3.0,3.5457000732421875,101.7275,0
2019-09-10,101.7275,150314.IB,0.0,,3.545710563659668,101.7275,0
2019-09-11,101.7275,150314.IB,0.0,,3.5456128120422363,101.7275,0
2019-09-12,101.602,150314.IB,900000000.0,2.0,3.5689001083374023,101.602,0
2019-09-16,101.602,150314.IB,0.0,,3.568364143371582,101.602,0
2019-09-17,101.602,150314.IB,0.0,,3.5682079792022705,101.602,0
2019-09-18,101.439,150314.IB,730000000.0,3.0,3.5985000133514404,101.439,0
2019-09-19,101.439,150314.IB,0.0,,3.598344564437866,101.439,0
2019-09-20,101.439,150314.IB,0.0,,3.5982003211975098,101.439,0
2019-09-23,101.2138,150314.IB,80000000.0,2.0,3.640000104904175,101.2138,0
2019-09-24,101.2138,150314.IB,0.0,,3.639875888824463,101.2138,0
2019-09-25,101.2138,150314.IB,0.0,,3.6397488117218018,101.2138,0
2019-09-26,101.2138,150314.IB,0.0,,3.63962197303772,101.2138,0
2019-09-27,101.2111,150314.IB,30000000.0,1.0,3.640000104904175,101.2111,0
2019-09-30,101.2091,150314.IB,60000000.0,2.0,3.640000104904175,101.2091,0
2019-10-08,101.2091,150314.IB,0.0,,3.638992309570313,101.2091,0
2019-10-09,101.2091,150314.IB,0.0,,3.638866662979126,101.2091,0
2019-10-10,101.2091,150314.IB,0.0,,3.63874101638794,101.2091,0
2019-10-11,101.1489,150314.IB,60000000.0,1.0,3.650000095367432,101.1489,0
2019-10-14,101.1489,150314.IB,0.0,,3.649645328521729,101.1489,0
2019-10-15,101.1489,150314.IB,0.0,,3.649524927139282,101.1489,0
2019-10-16,101.1489,150314.IB,0.0,,3.649404525756836,101.1489,0
2019-10-17,101.1489,150314.IB,0.0,,3.6492841243743896,101.1489,0
2019-10-18,101.1489,150314.IB,0.0,,3.649163722991944,101.1489,0
2019-10-21,101.1489,150314.IB,0.0,,3.648803472518921,101.1489,0
2019-10-22,101.1489,150314.IB,0.0,,3.648683786392212,101.1489,0
2019-10-23,101.1489,150314.IB,0.0,,3.648563861846924,101.1489,0
2019-10-24,101.1489,150314.IB,0.0,,3.648444175720215,101.1489,0
2019-10-25,101.1489,150314.IB,0.0,,3.648324489593506,101.1489,0
2019-10-28,101.1489,150314.IB,0.0,,3.647966146469116,101.1489,0
2019-10-29,101.1489,150314.IB,0.0,,3.6478466987609854,101.1489,0
2019-10-30,101.1489,150314.IB,0.0,,3.647727489471436,101.1489,0
2019-10-31,101.1489,150314.IB,0.0,,3.647608518600464,101.1489,0
2019-11-01,100.3531,150314.IB,560000000.0,7.0,3.799999952316284,100.3531,0
2019-11-04,100.301,150314.IB,530000000.0,4.0,3.809999942779541,100.301,0
2019-11-05,100.301,150314.IB,260000000.0,4.0,3.809999942779541,100.301,0
2019-11-06,100.4561,150314.IB,200000000.0,3.0,3.7799999713897705,100.4561,0
2019-11-07,100.4561,150314.IB,0.0,,3.779930353164673,100.4561,0
2019-11-08,100.4561,150314.IB,0.0,,3.7798662185668954,100.4561,0
2019-11-11,100.4561,150314.IB,0.0,,3.779674768447876,100.4561,0
2019-11-12,100.9202,150314.IB,100000000.0,2.0,3.690000057220459,100.9202,0
2019-11-13,100.9437,150314.IB,610000000.0,8.0,3.6854000091552734,100.9437,0
2019-11-14,101.0237,150314.IB,220000000.0,6.0,3.670000076293945,101.0237,0
2019-11-15,101.0231,150314.IB,100000000.0,2.0,3.670000076293945,101.0231,0
2019-11-18,101.0231,150314.IB,0.0,,3.669682264328003,101.0231,0
2019-11-19,101.4365,150314.IB,200000000.0,2.0,3.5899999141693115,101.4365,0
2019-11-20,101.4365,150314.IB,100000000.0,1.0,3.5899999141693115,101.4365,0
2019-11-21,101.4365,150314.IB,0.0,,3.5898678302764893,101.4365,0
2019-11-22,101.485,150314.IB,6000000.0,2.0,3.5799999237060547,101.485,0
2019-11-25,101.485,150314.IB,0.0,,3.579993486404419,101.485,0
2019-11-26,101.4322,150314.IB,220000000.0,5.0,3.5899999141693115,101.4322,0
2019-11-27,101.4827,150314.IB,150000000.0,2.0,3.5799999237060547,101.4827,0
2019-11-28,101.4827,150314.IB,50000000.0,1.0,3.5799999237060547,101.4827,0
2019-11-29,101.56,150314.IB,80000000.0,1.0,3.565000057220459,101.56,0
2019-12-02,101.56,150314.IB,0.0,,3.5645549297332764,101.56,0
2019-12-03,101.56,150314.IB,0.0,,3.564405918121338,101.56,0
2019-12-04,101.56,150314.IB,0.0,,3.5642569065093994,101.56,0
2019-12-05,101.6333,150314.IB,100000000.0,2.0,3.549999952316284,101.6333,0
2019-12-06,101.6333,150314.IB,0.0,,3.549839973449707,101.6333,0
2019-12-09,101.25,150314.IB,240000000.0,2.0,3.623300075531006,101.25,0
2019-12-10,101.5433,150314.IB,360000000.0,7.0,3.566699981689453,101.5433,0
2019-12-11,101.6833,150314.IB,190000000.0,9.0,3.539400100708008,101.6833,0
2019-12-12,101.7353,150314.IB,60000000.0,2.0,3.5292000770568848,101.7353,0
2019-12-13,101.7353,150314.IB,0.0,,3.5290749073028564,101.7353,0
2019-12-16,101.25,150314.IB,200000000.0,2.0,3.622499942779541,101.25,0
2019-12-17,101.25,150314.IB,0.0,,3.6224522590637207,101.25,0
2019-12-18,101.9326,150314.IB,30000000.0,1.0,3.490000009536743,101.9326,0
2019-12-19,101.9326,150314.IB,0.0,,3.490000009536743,101.9326,0
2019-12-20,101.9317,150314.IB,200000000.0,2.0,3.490000009536743,101.9317,0
2019-12-23,101.9317,150314.IB,0.0,,3.4894607067108154,101.9317,0
2019-12-24,101.9788,150314.IB,200000000.0,2.0,3.4800000190734863,101.9788,0
2019-12-25,102.2379,150314.IB,150000000.0,3.0,3.430000066757202,102.2379,0
2019-12-26,102.2877,150314.IB,340000000.0,5.0,3.4200000762939453,102.2877,0
2019-12-27,102.2805,150314.IB,250000000.0,5.0,3.420799970626831,102.2805,0
2019-12-30,102.2814,150314.IB,70000000.0,2.0,3.420599937438965,102.2814,0
2019-12-31,102.2794,150314.IB,1200000000.0,5.0,3.420599937438965,102.2794,0
2020-01-02,102.2794,150314.IB,0.0,,3.420362710952759,102.2794,0
2020-01-03,102.2794,150314.IB,0.0,,3.420156240463257,102.2794,0
2020-01-06,102.1985,150314.IB,690000000.0,6.0,3.434999942779541,102.1985,0
2020-01-07,102.2025,150314.IB,80000000.0,2.0,3.4342000484466557,102.2025,0
2020-01-08,102.2233,150314.IB,200000000.0,3.0,3.430000066757202,102.2233,0
2020-01-09,102.7614,150314.IB,300000000.0,4.0,3.3257999420166016,102.7614,0
2020-01-10,102.7614,150314.IB,0.0,,3.325544834136963,102.7614,0
2020-01-13,102.3727,150314.IB,140000000.0,2.0,3.400000095367432,102.3727,0
2020-01-14,102.3195,150314.IB,520000000.0,6.0,3.4100000858306885,102.3195,0
2020-01-15,102.4478,150314.IB,440000000.0,2.0,3.384999990463257,102.4478,0
2020-01-16,102.4478,150314.IB,0.0,,3.38477635383606,102.4478,0
2020-01-17,102.4478,150314.IB,0.0,,3.38455581665039,102.4478,0
2020-01-20,102.4135,150314.IB,0.0,,3.390559673309326,102.4135,0
2020-01-21,102.5685,150314.IB,30000000.0,1.0,3.359999895095825,102.5685,0
2020-01-22,102.5685,150314.IB,0.0,,3.359999418258667,102.5685,0
2020-01-23,102.5685,150314.IB,0.0,,3.3597686290740967,102.5685,0
2020-02-03,102.5685,150314.IB,0.0,,3.3572280406951904,102.5685,0
2020-02-04,102.5685,150314.IB,0.0,,3.356996774673462,102.5685,0
2020-02-05,102.5685,150314.IB,0.0,,3.3567655086517334,102.5685,0
2020-02-06,102.5685,150314.IB,0.0,,3.356534242630005,102.5685,0
2020-02-07,103.5261,150314.IB,120000000.0,2.0,3.1691999435424805,103.5261,0
2020-02-10,103.5221,150314.IB,210000000.0,5.0,3.1700000762939453,103.5221,0
2020-02-11,103.6755,150314.IB,980000000.0,13.0,3.140000104904175,103.6755,0
2020-02-12,103.5705,150314.IB,240000000.0,6.0,3.1600000858306885,103.5705,0
2020-02-13,103.5705,150314.IB,0.0,,3.159681797027588,103.5705,0
2020-02-14,103.6139,150314.IB,200000000.0,4.0,3.150000095367432,103.6139,0
2020-02-17,103.6179,150314.IB,490000000.0,3.0,3.149199962615967,103.6179,0
2020-02-18,103.6179,150314.IB,0.0,,3.148900032043457,103.6179,0
2020-02-19,102.6905,150314.IB,1220000000.0,1.0,3.3296000957489014,102.6905,0
2020-02-20,103.3976,150314.IB,1380000000.0,2.0,3.1907999515533447,103.3976,0
2020-02-21,102.5297,150314.IB,320000000.0,2.0,3.359999895095825,102.5297,0
2020-02-24,102.5297,150314.IB,360000000.0,3.0,3.359999895095825,102.5297,0
2020-02-25,103.16,150314.IB,60000000.0,2.0,3.236000061035156,103.16,0
2020-02-26,103.4435,150314.IB,40000000.0,4.0,3.180000066757202,103.4435,0
2020-02-27,103.5444,150314.IB,20000000.0,1.0,3.1600000858306885,103.5444,0
2020-02-28,103.6471,150314.IB,100000000.0,5.0,3.140000104904175,103.6471,0
2020-03-02,103.743,150314.IB,220000000.0,3.0,3.119999885559082,103.743,0
2020-03-03,103.747,150314.IB,240000000.0,9.0,3.1191999912261963,103.747,0
2020-03-04,103.747,150314.IB,0.0,,3.118877410888672,103.747,0
2020-03-05,103.747,150314.IB,0.0,,3.1185429096221924,103.747,0
2020-03-06,103.8351,150314.IB,400000000.0,3.0,3.0999999046325684,103.8351,0
2020-03-09,104.3985,150314.IB,280000000.0,6.0,2.990000009536743,104.3985,0
2020-03-10,104.347,150314.IB,1100000000.0,18.0,3.0,104.347,0
2020-03-11,104.3193,150314.IB,610000000.0,10.0,3.005000114440918,104.3193,0
2020-03-12,104.1868,150314.IB,410000000.0,8.0,3.0299999713897705,104.1868,0
2020-03-13,104.1355,150314.IB,40000000.0,1.0,3.039999961853028,104.1355,0
2020-03-16,104.1665,150314.IB,20000000.0,1.0,3.0327999591827397,104.1665,0
2020-03-17,103.8071,150314.IB,90000000.0,3.0,3.102400064468384,103.8071,0
2020-03-18,103.6774,150314.IB,430000000.0,7.0,3.127500057220459,103.6774,0
2020-03-19,103.7136,150314.IB,140000000.0,3.0,3.1203999519348145,103.7136,0
2020-03-20,103.8668,150314.IB,300000000.0,12.0,3.0899999141693115,103.8668,0
2020-03-23,103.8106,150314.IB,1120000000.0,16.0,3.0999999046325684,103.8106,0
2020-03-24,104.0617,150314.IB,40000000.0,3.0,3.049999952316284,104.0617,0
2020-03-25,104.0599,150314.IB,590000000.0,6.0,3.049999952316284,104.0599,0
2020-03-26,104.1639,150314.IB,2040000000.0,19.0,3.029599905014038,104.1639,0
2020-03-27,104.5629,150314.IB,1040000000.0,15.0,2.950000047683716,104.5629,0
2020-03-30,104.6141,150314.IB,210000000.0,2.0,2.940000057220459,104.6141,0
2020-03-31,104.9281,150314.IB,42800000.0,4.0,2.877500057220459,104.9281,0
2020-04-01,104.9689,150314.IB,80000000.0,4.0,2.869999885559082,104.9689,0
2020-04-02,105.1185,150314.IB,1900000000.0,12.0,2.8399999141693115,105.1185,0
2020-04-03,105.1442,150314.IB,1220000000.0,11.0,2.8350000381469727,105.1442,0
2020-04-07,106.3475,150314.IB,750000000.0,6.0,2.5999999046325684,106.3475,0
2020-04-08,106.7881,150314.IB,670000000.0,4.0,2.515000104904175,106.7881,0
2020-04-09,106.8143,150314.IB,4991200000.0,16.0,2.509999990463257,106.8143,0
2020-04-10,106.8183,150314.IB,840000000.0,6.0,2.506799936294556,106.8183,0
2020-04-13,106.5377,150314.IB,1230000000.0,12.0,2.559999942779541,106.5377,0
2020-04-14,106.6908,150314.IB,1720000000.0,12.0,2.5299999713897705,106.6908,0
2020-04-15,106.6649,150314.IB,680000000.0,4.0,2.53439998626709,106.6649,0
2020-04-16,106.6643,150314.IB,660000000.0,3.0,2.533900022506714,106.6643,0
2020-04-17,106.8313,150314.IB,2430000000.0,15.0,2.5,106.8313,0
2020-04-20,106.6201,150314.IB,1030000000.0,11.0,2.539999961853028,106.6201,0
2020-04-21,106.6201,150314.IB,930000000.0,8.0,2.539999961853028,106.6201,0
2020-04-22,106.6138,150314.IB,870000000.0,6.0,2.539999961853028,106.6138,0
2020-04-23,106.8737,150314.IB,1310000000.0,22.0,2.490000009536743,106.8737,0
2020-04-24,107.0788,150314.IB,680000000.0,4.0,2.450000047683716,107.0788,0
2020-04-27,107.0134,150314.IB,860000000.0,5.0,2.4600000381469727,107.0134,0
2020-04-28,107.0621,150314.IB,1030000000.0,11.0,2.450000047683716,107.0621,0
2020-04-29,107.1888,150314.IB,740000000.0,7.0,2.424999952316284,107.1888,0
2020-04-30,107.0651,150314.IB,220000000.0,1.0,2.4488000869750977,107.0651,0
2020-05-06,107.0651,150314.IB,0.0,,2.4449222087860107,107.0651,0
2020-05-07,106.7251,150314.IB,140000000.0,1.0,2.509999990463257,106.7251,0
2020-05-08,106.3585,150314.IB,290000000.0,4.0,2.5799999237060547,106.3585,0
2020-05-11,106.3585,150314.IB,0.0,,2.578839063644409,106.3585,0
2020-05-12,105.632,150314.IB,100000000.0,2.0,2.720000028610229,105.632,0
2020-05-13,105.6842,150314.IB,10000000.0,1.0,2.709199905395508,105.6842,0
2020-05-14,105.6762,150314.IB,10000000.0,1.0,2.7107999324798584,105.6762,0
2020-05-15,105.4668,150314.IB,150000000.0,4.0,2.75,105.4668,0
2020-05-18,105.7203,150314.IB,130000000.0,4.0,2.700000047683716,105.7203,0
2020-05-19,105.6,150314.IB,2000000000.0,4.0,2.7232000827789307,105.6,0
2020-05-20,105.4657,150314.IB,40000000.0,2.0,2.7492001056671143,105.4657,0
2020-05-21,105.4657,150314.IB,0.0,,2.7487056255340576,105.4657,0
2020-05-22,105.2044,150314.IB,130000000.0,2.0,2.799999952316284,105.2044,0
2020-05-25,105.3481,150314.IB,40000000.0,2.0,2.7699999809265137,105.3481,0
2020-05-26,105.1947,150314.IB,40000000.0,2.0,2.799999952316284,105.1947,0
2020-05-27,104.8664,150314.IB,20000000.0,1.0,2.865000009536743,104.8664,0
2020-05-28,104.8664,150314.IB,0.0,,2.864540338516236,104.8664,0
2020-05-29,104.4815,150314.IB,260000000.0,2.0,2.940000057220459,104.4815,0
2020-06-01,104.1897,150314.IB,150000000.0,1.0,2.998800039291382,104.1897,0
2020-06-02,104.1897,150314.IB,0.0,,2.9984278678894043,104.1897,0
2020-06-03,103.6868,150314.IB,20000000.0,1.0,3.0999999046325684,103.6868,0
2020-06-04,103.4341,150314.IB,180000000.0,4.0,3.1507999897003174,103.4341,0
2020-06-05,103.4381,150314.IB,300000000.0,5.0,3.150000095367432,103.4381,0
2020-06-08,103.2853,150314.IB,460000000.0,7.0,3.180000066757202,103.2853,0
2020-06-09,103.4303,150314.IB,32000000.0,3.0,3.150000095367432,103.4303,0
2020-06-10,103.4317,150314.IB,220000000.0,4.0,3.1496999263763428,103.4317,0
2020-06-11,103.3052,150314.IB,350000000.0,7.0,3.174999952316284,103.3052,0
2020-06-12,103.476,150314.IB,270000000.0,6.0,3.140000104904175,103.476,0
2020-06-15,103.52,150314.IB,400000000.0,2.0,3.130000114440918,103.52,0
2020-06-16,104.0,150314.IB,500000000.0,3.0,3.031500101089477,104.0,0
2020-06-17,104.0,150314.IB,0.0,,3.031163454055786,104.0,0
2020-06-18,104.0,150314.IB,0.0,,3.0307862758636475,104.0,0
2020-06-19,103.1425,150314.IB,5480000000.0,14.0,3.206399917602539,103.1425,0
2020-06-22,103.085,150314.IB,2520000000.0,1.0,3.217400074005127,103.085,0
2020-06-23,102.811,150314.IB,2100000000.0,12.0,3.2736001014709477,102.811,0
2020-06-24,102.811,150314.IB,0.0,,3.27355432510376,102.811,0
2020-06-29,103.0877,150314.IB,2100000000.0,10.0,3.2144999504089355,103.0877,0
2020-06-30,103.3009,150314.IB,3320000000.0,14.0,3.1700000762939453,103.3009,0
2020-07-01,103.3476,150314.IB,104200000.0,3.0,3.1600000858306885,103.3476,0
2020-07-02,103.3944,150314.IB,320000000.0,3.0,3.150000095367432,103.3944,0
2020-07-03,103.328,150314.IB,640000000.0,6.0,3.1624999046325684,103.328,0
2020-07-06,103.2933,150314.IB,200000000.0,4.0,3.1700000762939453,103.2933,0
2020-07-07,102.4772,150314.IB,194000000.0,5.0,3.3399999141693115,102.4772,0
2020-07-08,102.0475,150314.IB,420000000.0,11.0,3.430000066757202,102.0475,0
2020-07-09,101.7177,150314.IB,520000000.0,19.0,3.499599933624268,101.7177,0
2020-07-10,101.5784,150314.IB,80000000.0,3.0,3.529099941253662,101.5784,0
2020-07-13,101.6195,150314.IB,130000000.0,2.0,3.5199999809265137,101.6195,0
2020-07-14,101.6573,150314.IB,1870000000.0,3.0,3.511699914932251,101.6573,0
2020-07-15,101.6573,150314.IB,920000000.0,1.0,3.511699914932251,101.6573,0
2020-07-16,101.8048,150314.IB,1100000000.0,11.0,3.4800000190734863,101.8048,0
2020-07-17,101.7578,150314.IB,1035000000.0,6.0,3.490000009536743,101.7578,0
2020-07-20,101.8488,150314.IB,480000000.0,1.0,3.470000028610229,101.8488,0
2020-07-21,101.8576,150314.IB,2500000000.0,8.0,3.468100070953369,101.8576,0
2020-07-22,102.4835,150314.IB,100000000.0,1.0,3.3350000381469727,102.4835,0
2020-07-23,102.6481,150314.IB,100000000.0,1.0,3.299999952316284,102.6481,0
2020-07-24,102.3643,150314.IB,1060000000.0,12.0,3.359999895095825,102.3643,0
2020-07-27,102.7393,150314.IB,840000000.0,13.0,3.2799999713897705,102.7393,0
2020-07-28,102.6423,150314.IB,790000000.0,13.0,3.299999952316284,102.6423,0
2020-07-29,102.5467,150314.IB,900000000.0,11.0,3.319999933242798,102.5467,0
2020-07-30,102.5455,150314.IB,280000000.0,7.0,3.319999933242798,102.5455,0
2020-07-31,102.5455,150314.IB,0.0,,3.32000732421875,102.5455,0
2020-08-03,102.353,150314.IB,2140000000.0,18.0,3.359999895095825,102.353,0
2020-08-04,102.4654,150314.IB,3920000000.0,7.0,3.335900068283081,102.4654,0
2020-08-05,102.4459,150314.IB,10050000000.0,40.0,3.3399999141693115,102.4459,0
2020-08-06,102.5142,150314.IB,190000000.0,5.0,3.325000047683716,102.5142,0
2020-08-07,102.5337,150314.IB,200000000.0,4.0,3.3208999633789062,102.5337,0
2020-08-10,102.5337,150314.IB,0.0,,3.3201441764831543,102.5337,0
2020-08-11,102.6241,150314.IB,6640000000.0,28.0,3.300600051879883,102.6241,0
2020-08-12,102.4802,150314.IB,620000000.0,3.0,3.330899953842163,102.4802,0
2020-08-13,102.4871,150314.IB,4290000000.0,20.0,3.3290998935699463,102.4871,0
2020-08-14,102.4597,150314.IB,4250000000.0,25.0,3.3350000381469727,102.4597,0
2020-08-17,102.5255,150314.IB,3336000000.0,15.0,3.319999933242798,102.5255,0
2020-08-18,102.5051,150314.IB,1890000000.0,19.0,3.3241000175476074,102.5051,0
2020-08-19,102.7276,150314.IB,8490000000.0,26.0,3.2762999534606934,102.7276,0
2020-08-20,102.2467,150314.IB,1000000000.0,15.0,3.3791000843048096,102.2467,0
2020-08-21,102.1962,150314.IB,500000000.0,9.0,3.390000104904175,102.1962,0
2020-08-24,102.2863,150314.IB,360000000.0,2.0,3.369999885559082,102.2863,0
2020-08-25,102.2429,150314.IB,200000000.0,3.0,3.3791000843048096,102.2429,0
2020-08-26,101.7977,150314.IB,640000000.0,4.0,3.4749999046325684,101.7977,0
2020-08-27,101.7509,150314.IB,390000000.0,6.0,3.484999895095825,101.7509,0
2020-08-28,101.6798,150314.IB,760000000.0,10.0,3.5,101.6798,0
2020-08-31,101.6568,150314.IB,535000000.0,3.0,3.505000114440918,101.6568,0
2020-09-01,101.7941,150314.IB,200000000.0,3.0,3.4749999046325684,101.7941,0
2020-09-02,101.7014,150314.IB,100000000.0,2.0,3.494999885559082,101.7014,0
2020-09-03,101.4482,150314.IB,50000000.0,1.0,3.549999952316284,101.4482,0
2020-09-04,101.4522,150314.IB,1740000000.0,8.0,3.549099922180176,101.4522,0
2020-09-07,101.4694,150314.IB,400000000.0,2.0,3.5450000762939453,101.4694,0
2020-09-08,100.8,150314.IB,1442800000.0,10.0,3.6921000480651855,100.8,0
2020-09-09,101.3988,150314.IB,900000000.0,3.0,3.560100078582764,101.3988,0
2020-09-10,101.4489,150314.IB,1060000000.0,9.0,3.549099922180176,101.4489,0
2020-09-11,101.5361,150314.IB,2240000000.0,16.0,3.5295000076293945,101.5361,0
2020-09-14,101.4421,150314.IB,1530000000.0,9.0,3.5499000549316406,101.4421,0
2020-09-15,101.5329,150314.IB,100000000.0,2.0,3.5299999713897705,101.5329,0
2020-09-16,101.5329,150314.IB,0.0,,3.529782772064209,101.5329,0
2020-09-17,101.523,150314.IB,600000000.0,3.0,3.531500101089477,101.523,0
2020-09-18,101.625,150314.IB,1447000000.0,12.0,3.5090999603271484,101.625,0
2020-09-21,101.62,150314.IB,870000000.0,7.0,3.5095999240875244,101.62,0
2020-09-22,101.7069,150314.IB,72800000.0,2.0,3.490000009536743,101.7069,0
2020-09-23,101.7058,150314.IB,6570000000.0,41.0,3.490000009536743,101.7058,0
2020-09-24,101.7048,150314.IB,150000000.0,3.0,3.490000009536743,101.7048,0
2020-09-25,101.7542,150314.IB,200000000.0,4.0,3.479099988937378,101.7542,0
2020-09-28,101.605,150314.IB,120000000.0,1.0,3.5113000869750977,101.605,0
2020-09-29,101.605,150314.IB,0.0,,3.511126041412353,101.605,0
2020-09-30,101.605,150314.IB,0.0,,3.510909080505371,101.605,0
2020-10-09,101.3306,150314.IB,50000000.0,1.0,3.569999933242798,101.3306,0
2020-10-12,101.3272,150314.IB,50000000.0,1.0,3.569999933242798,101.3272,0
2020-10-13,101.3272,150314.IB,0.0,,3.5700032711029053,101.3272,0
2020-10-14,101.3272,150314.IB,0.0,,3.569816827774048,101.3272,0
2020-10-15,101.3295,150314.IB,400000000.0,2.0,3.569099903106689,101.3295,0
2020-10-16,101.7231,150314.IB,100000000.0,1.0,3.4800000190734863,101.7231,0
2020-10-19,101.7231,150314.IB,0.0,,3.4804508686065674,101.7231,0
2020-10-20,101.7231,150314.IB,0.0,,3.4802205562591557,101.7231,0
2020-10-21,101.7231,150314.IB,0.0,,3.479990243911743,101.7231,0
2020-10-22,101.6325,150314.IB,600000000.0,9.0,3.5,101.6325,0
2020-10-23,101.6325,150314.IB,0.0,,3.4997692108154297,101.6325,0
2020-10-26,101.6325,150314.IB,0.0,,3.49910831451416,101.6325,0
2020-10-27,101.7143,150314.IB,22000000.0,1.0,3.4800000190734863,101.7143,0
2020-10-28,101.7143,150314.IB,0.0,,3.4803473949432373,101.7143,0
2020-10-29,101.7143,150314.IB,0.0,,3.4801177978515625,101.7143,0
2020-10-30,101.8031,150314.IB,220000000.0,1.0,3.4600000381469727,101.8031,0
2020-11-02,101.8031,150314.IB,0.0,,3.459282875061035,101.8031,0
2020-11-03,102.1416,150314.IB,400000000.0,2.0,3.3833000659942627,102.1416,0
2020-11-04,102.1416,150314.IB,0.0,,3.383006811141968,102.1416,0
2020-11-05,102.1416,150314.IB,0.0,,3.3827290534973145,102.1416,0
2020-11-06,102.1416,150314.IB,0.0,,3.382451295852661,102.1416,0
2020-11-09,102.1416,150314.IB,0.0,,3.3816170692443848,102.1416,0
2020-11-10,102.1416,150314.IB,0.0,,3.381338596343994,102.1416,0
2020-11-11,102.1416,150314.IB,0.0,,3.3810603618621826,102.1416,0
2020-11-12,102.1416,150314.IB,0.0,,3.380781888961792,102.1416,0
2020-11-13,102.1416,150314.IB,0.0,,3.3805034160614014,102.1416,0
2020-11-16,102.1416,150314.IB,0.0,,3.379667043685913,102.1416,0
2020-11-17,102.1416,150314.IB,0.0,,3.3793880939483643,102.1416,0
2020-11-18,102.1416,150314.IB,0.0,,3.3791091442108154,102.1416,0
2020-11-19,102.1416,150314.IB,0.0,,3.3788299560546875,102.1416,0
2020-11-20,101.5574,150314.IB,680000000.0,9.0,3.509999990463257,101.5574,0
2020-11-23,101.5784,150314.IB,2500000000.0,17.0,3.505000114440918,101.5784,0
2020-11-24,101.6044,150314.IB,3140000000.0,12.0,3.499099969863892,101.6044,0
2020-11-25,101.5995,150314.IB,80000000.0,3.0,3.5,101.5995,0
2020-11-26,101.7775,150314.IB,20000000.0,1.0,3.4591000080108643,101.7775,0
2020-11-27,101.7775,150314.IB,0.0,,3.459089994430542,101.7775,0
2020-11-30,101.7444,150314.IB,90000000.0,3.0,3.46589994430542,101.7444,0
2020-12-01,101.7444,150314.IB,0.0,,3.46567177772522,101.7444,0
2020-12-02,101.7444,150314.IB,0.0,,3.465437650680542,101.7444,0
2020-12-03,101.7444,150314.IB,0.0,,3.465203285217285,101.7444,0
2020-12-04,101.8935,150314.IB,330000000.0,3.0,3.430000066757202,101.8935,0
2020-12-07,101.9154,150314.IB,420000000.0,4.0,3.424999952316284,101.9154,0
2020-12-08,102.0459,150314.IB,270000000.0,5.0,3.3949999809265137,102.0459,0
2020-12-09,102.0459,150314.IB,0.0,,3.395008087158203,102.0459,0
2020-12-10,102.0459,150314.IB,0.0,,3.39473819732666,102.0459,0
2020-12-11,102.2,150314.IB,400000000.0,2.0,3.3594000339508057,102.2,0
2020-12-14,102.2,150314.IB,0.0,,3.3585071563720703,102.2,0
2020-12-15,102.2,150314.IB,0.0,,3.3582184314727783,102.2,0
2020-12-16,102.1054,150314.IB,1810000000.0,5.0,3.379499912261963,102.1054,0
2020-12-17,102.1054,150314.IB,0.0,,3.3792450428009038,102.1054,0
2020-12-18,102.1054,150314.IB,0.0,,3.37896728515625,102.1054,0
2020-12-21,102.1054,150314.IB,0.0,,3.378133535385132,102.1054,0
2020-12-22,102.2271,150314.IB,240000000.0,2.0,3.3499999046325684,102.2271,0
2020-12-23,102.2271,150314.IB,0.0,,3.3497023582458496,102.2271,0
2020-12-24,102.2271,150314.IB,0.0,,3.349409580230713,102.2271,0
2020-12-25,102.2271,150314.IB,0.0,,3.349116802215576,102.2271,0
2020-12-28,102.2271,150314.IB,0.0,,3.3482372760772705,102.2271,0
2020-12-29,102.2271,150314.IB,0.0,,3.3479437828063965,102.2271,0
2020-12-30,102.2271,150314.IB,0.0,,3.3476502895355225,102.2271,0
2020-12-31,102.2271,150314.IB,0.0,,3.3473567962646484,102.2271,0
2021-01-04,102.88,150314.IB,530000000.0,1.0,3.1963999271392822,102.88,0
2021-01-05,102.88,150314.IB,0.0,,3.1960411071777344,102.88,0
2021-01-06,102.88,150314.IB,0.0,,3.1956677436828613,102.88,0
2021-01-07,102.88,150314.IB,0.0,,3.1952943801879883,102.88,0
2021-01-08,102.88,150314.IB,0.0,,3.194920778274536,102.88,0
2021-01-11,102.88,150314.IB,0.0,,3.193798780441284,102.88,0
2021-01-12,102.88,150314.IB,0.0,,3.193424224853516,102.88,0
2021-01-13,102.88,150314.IB,0.0,,3.193049430847168,102.88,0
2021-01-14,102.88,150314.IB,0.0,,3.192674398422241,102.88,0
2021-01-15,102.88,150314.IB,0.0,,3.1922993659973145,102.88,0
2021-01-18,102.88,150314.IB,0.0,,3.1911723613739014,102.88,0
2021-01-19,102.88,150314.IB,0.0,,3.190796375274658,102.88,0
