时间,收盘价,代码,成交量,成交笔数,收益率,净价,全价
2022-08-01,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-02,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-03,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-04,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-05,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-08,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-09,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-10,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-11,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-12,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-15,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-16,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-17,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-18,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-19,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-22,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-23,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-24,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-25,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-26,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-29,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-30,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-08-31,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-01,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-02,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-05,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-06,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-07,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-08,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-09,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-13,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-14,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-15,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-16,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-19,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-20,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-21,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-22,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-23,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-26,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-27,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-28,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-29,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-09-30,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-10,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-11,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-12,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-13,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-14,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-17,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-18,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-19,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-20,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-21,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-24,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-25,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-26,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-27,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-28,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-10-31,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-01,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-02,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-03,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-04,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-07,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-08,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-09,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-10,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-11,95.28,200310.BC,0.0,,3.7999,95.28,0
2022-11-14,95.28,200310.BC,0.0,,3.7999,95.28,0
2020-03-23,100.0,200310.IB,0.0,,3.2300000190734863,100.0,0
2020-03-24,100.0,200310.IB,0.0,,3.2299835681915283,100.0,0
2020-03-25,99.9913,200310.IB,4130000000.0,53.0,3.2309999465942383,99.9913,0
2020-03-26,99.8009,200310.IB,150000000.0,3.0,3.2535998821258545,99.8009,0
2020-03-27,100.2519,200310.IB,860000000.0,9.0,3.200000047683716,100.2519,0
2020-03-30,100.2519,200310.IB,1120000000.0,11.0,3.200000047683716,100.2519,0
2020-03-31,100.5049,200310.IB,1342000000.0,16.0,3.1700000762939453,100.5049,0
2020-04-01,100.2983,200310.IB,8110000000.0,87.0,3.194499969482422,100.2983,0
2020-04-02,100.5893,200310.IB,2540000000.0,39.0,3.1600000858306885,100.5893,0
2020-04-03,100.5933,200310.IB,1210000000.0,31.0,3.1594998836517334,100.5933,0
2020-04-07,100.7364,200310.IB,1250000000.0,28.0,3.1424999237060547,100.7364,0
2020-04-08,101.223,200310.IB,1360000000.0,30.0,3.0852999687194824,101.223,0
2020-04-09,101.6088,200310.IB,5310000000.0,76.0,3.039999961853028,101.6088,0
2020-04-10,101.5482,200310.IB,2360000000.0,48.0,3.046999931335449,101.5482,0
2020-04-13,101.5206,200310.IB,730000000.0,25.0,3.050100088119507,101.5206,0
2020-04-14,101.4375,200310.IB,800000000.0,24.0,3.059799909591675,101.4375,0
2020-04-15,101.6909,200310.IB,9860000000.0,81.0,3.0299999713897705,101.6909,0
2020-04-16,101.6909,200310.IB,2101500000.0,49.0,3.0299999713897705,101.6909,0
2020-04-17,101.9251,200310.IB,2700000000.0,55.0,3.002500057220459,101.9251,0
2020-04-20,101.7743,200310.IB,1090000000.0,21.0,3.0199999809265137,101.7743,0
2020-04-21,101.6878,200310.IB,460000000.0,11.0,3.0299999713897705,101.6878,0
2020-04-22,101.734,200310.IB,4808000000.0,61.0,3.024499893188477,101.734,0
2020-04-23,101.9433,200310.IB,1970000000.0,34.0,3.0,101.9433,0
2020-04-24,102.0053,200310.IB,3441000000.0,56.0,2.992500066757202,102.0053,0
2020-04-27,102.0273,200310.IB,1730000000.0,33.0,2.990000009536743,102.0273,0
2020-04-28,101.9833,200310.IB,2470000000.0,20.0,2.994999885559082,101.9833,0
2020-04-29,102.0255,200310.IB,4600000000.0,58.0,2.990000009536743,102.0255,0
2020-04-30,101.8725,200310.IB,2702000000.0,48.0,3.007499933242798,101.8725,0
2020-05-06,101.5207,200310.IB,1660000000.0,14.0,3.048799991607666,101.5207,0
2020-05-07,101.086,200310.IB,2850000000.0,24.0,3.0999999046325684,101.086,0
2020-05-08,101.086,200310.IB,1180000000.0,9.0,3.0999999046325684,101.086,0
2020-05-11,100.9179,200310.IB,1520000000.0,9.0,3.119800090789795,100.9179,0
2020-05-12,100.1608,200310.IB,2040000000.0,29.0,3.2100000381469727,100.1608,0
2020-05-13,100.2023,200310.IB,5400000000.0,68.0,3.2049999237060547,100.2023,0
2020-05-14,100.077,200310.IB,1900000000.0,18.0,3.220000028610229,100.077,0
2020-05-15,99.9934,200310.IB,2520000000.0,19.0,3.2300000190734863,99.9934,0
2020-05-18,99.7647,200310.IB,3630000000.0,44.0,3.257499933242798,99.7647,0
2020-05-19,99.6611,200310.IB,3270000000.0,43.0,3.2699999809265137,99.6611,0
2020-05-20,100.0221,200310.IB,2460000000.0,37.0,3.2265000343322754,100.0221,0
2020-05-21,99.9514,200310.IB,6900000000.0,49.0,3.234999895095825,99.9514,0
2020-05-22,100.159,200310.IB,3790000000.0,63.0,3.2100000381469727,100.159,0
2020-05-25,99.9926,200310.IB,3190000000.0,44.0,3.2300000190734863,99.9926,0
2020-05-26,99.661,200310.IB,910000000.0,19.0,3.2699999809265137,99.661,0
2020-05-27,99.537,200310.IB,4820000000.0,36.0,3.2850000858306885,99.537,0
2020-05-28,99.7611,200310.IB,3152000000.0,20.0,3.2578999996185303,99.7611,0
2020-05-29,99.7022,200310.IB,3986390000.0,13.0,3.265000104904175,99.7022,0
2020-06-01,99.4134,200310.IB,4054000000.0,18.0,3.299999952316284,99.4134,0
2020-06-02,99.8676,200310.IB,4395000000.0,27.0,3.244999885559082,99.8676,0
2020-06-03,99.7399,200310.IB,12493000000.0,48.0,3.2604000568389893,99.7399,0
2020-06-04,98.5132,200310.IB,900000000.0,19.0,3.4100000858306885,98.5132,0
2020-06-05,98.6361,200310.IB,1760000000.0,13.0,3.3949999809265137,98.6361,0
2020-06-08,98.1699,200310.IB,1350000000.0,14.0,3.452399969100952,98.1699,0
2020-06-09,98.5959,200310.IB,1790000000.0,25.0,3.400000095367432,98.5959,0
2020-06-10,98.5959,200310.IB,3653000000.0,29.0,3.400000095367432,98.5959,0
2020-06-11,98.8332,200310.IB,2236000000.0,18.0,3.371000051498413,98.8332,0
2020-06-12,98.7145,200310.IB,730000000.0,8.0,3.385499954223633,98.7145,0
2020-06-15,99.2502,200310.IB,1090000000.0,17.0,3.319999933242798,99.2502,0
2020-06-16,99.2502,200310.IB,2470000000.0,35.0,3.319999933242798,99.2502,0
2020-06-17,98.6383,200310.IB,2410000000.0,16.0,3.3949999809265137,98.6383,0
2020-06-18,98.8422,200310.IB,2450000000.0,21.0,3.369999885559082,98.8422,0
2020-06-19,98.4764,200310.IB,2030000000.0,32.0,3.414999961853028,98.4764,0
2020-06-22,98.4596,200310.IB,1680000000.0,17.0,3.417200088500977,98.4596,0
2020-06-23,98.2755,200310.IB,2150000000.0,26.0,3.440000057220459,98.2755,0
2020-06-24,98.3173,200310.IB,1145000000.0,21.0,3.434999942779541,98.3173,0
2020-06-29,98.2369,200310.IB,1840000000.0,33.0,3.444999933242798,98.2369,0
2020-06-30,98.6012,200310.IB,420000000.0,10.0,3.400000095367432,98.6012,0
2020-07-01,98.6015,200310.IB,2440000000.0,16.0,3.400000095367432,98.6015,0
2020-07-02,98.4274,200310.IB,530000000.0,10.0,3.421600103378296,98.4274,0
2020-07-03,98.2353,200310.IB,430000000.0,11.0,3.445499897003174,98.2353,0
2020-07-06,98.2192,200310.IB,780000000.0,19.0,3.447499990463257,98.2192,0
2020-07-07,98.4073,200310.IB,4280000000.0,32.0,3.4242000579833984,98.4073,0
2020-07-08,97.0023,200310.IB,840000000.0,13.0,3.5999999046325684,97.0023,0
2020-07-09,96.7656,200310.IB,3930000000.0,27.0,3.630000114440918,96.7656,0
2020-07-10,95.727,200310.IB,4310000000.0,28.0,3.762700080871582,95.727,0
2020-07-13,95.4375,200310.IB,2520000000.0,23.0,3.799999952316284,95.4375,0
2020-07-14,95.8707,200310.IB,4224000000.0,44.0,3.744499921798706,95.8707,0
2020-07-15,95.8261,200310.IB,2530000000.0,27.0,3.750200033187866,95.8261,0
2020-07-16,95.9855,200310.IB,3360000000.0,44.0,3.7300000190734863,95.9855,0
2020-07-17,95.8274,200310.IB,3660000000.0,28.0,3.7502999305725098,95.8274,0
2020-07-20,96.1453,200310.IB,2230000000.0,1.0,3.7100000381469727,96.1453,0
2020-07-21,96.538,200310.IB,5450000000.0,58.0,3.660000085830689,96.538,0
2020-07-22,97.0114,200310.IB,3690000000.0,54.0,3.5999999046325684,97.0114,0
2020-07-23,97.012,200310.IB,3800000000.0,38.0,3.5999999046325684,97.012,0
2020-07-24,96.8189,200310.IB,1690000000.0,24.0,3.624500036239624,96.8189,0
2020-07-27,97.0542,200310.IB,1140000000.0,17.0,3.595000028610229,97.0542,0
2020-07-28,97.1259,200310.IB,5990000000.0,54.0,3.5859999656677246,97.1259,0
2020-07-29,96.7011,200310.IB,2645000000.0,41.0,3.640000104904175,96.7011,0
2020-07-30,96.3883,200310.IB,3780000000.0,52.0,3.680000066757202,96.3883,0
2020-07-31,96.1564,200310.IB,1541000000.0,30.0,3.7100000381469727,96.1564,0
2020-08-03,96.1768,200310.IB,1270000000.0,28.0,3.7074999809265137,96.1768,0
2020-08-04,96.0803,200310.IB,1097000000.0,24.0,3.7200000286102295,96.0803,0
2020-08-05,96.159,200310.IB,3380000000.0,38.0,3.7100000381469727,96.159,0
2020-08-06,95.9654,200310.IB,3389000000.0,56.0,3.734999895095825,95.9654,0
2020-08-07,95.9293,200310.IB,1911000000.0,40.0,3.740000009536743,95.9293,0
2020-08-10,96.2607,200310.IB,3450000000.0,39.0,3.697499990463257,96.2607,0
2020-08-11,96.2421,200310.IB,3503000000.0,47.0,3.700000047683716,96.2421,0
2020-08-12,96.243,200310.IB,958000000.0,25.0,3.700000047683716,96.243,0
2020-08-13,96.0883,200310.IB,4226500000.0,46.0,3.7200000286102295,96.0883,0
2020-08-14,96.4801,200310.IB,4716000000.0,59.0,3.670000076293945,96.4801,0
2020-08-17,96.5666,200310.IB,3950000000.0,58.0,3.658999919891357,96.5666,0
2020-08-18,96.034,200310.IB,11250000000.0,103.0,3.7274999618530273,96.034,0
2020-08-19,96.4524,200310.IB,4082500000.0,56.0,3.6738998889923096,96.4524,0
2020-08-20,95.8622,200310.IB,6634000000.0,93.0,3.75,95.8622,0
2020-08-21,95.9202,200310.IB,3875000000.0,85.0,3.742500066757202,95.9202,0
2020-08-24,95.9811,200310.IB,5015000000.0,56.0,3.734999895095825,95.9811,0
2020-08-25,95.6741,200310.IB,8902000000.0,102.0,3.775000095367432,95.6741,0
2020-08-26,95.4827,200310.IB,3900000000.0,74.0,3.799999952316284,95.4827,0
2020-08-27,95.407,200310.IB,3798000000.0,65.0,3.809999942779541,95.407,0
2020-08-28,95.2569,200310.IB,3100000000.0,69.0,3.829999923706055,95.2569,0
2020-08-31,95.4112,200310.IB,3928100000.0,65.0,3.809999942779541,95.4112,0
2020-09-01,95.5658,200310.IB,5721500000.0,72.0,3.7899999618530273,95.5658,0
2020-09-02,95.3368,200310.IB,2375000000.0,36.0,3.819999933242798,95.3368,0
2020-09-03,95.2613,200310.IB,6010000000.0,104.0,3.829999923706055,95.2613,0
2020-09-04,95.3411,200310.IB,3045000000.0,54.0,3.819999933242798,95.3411,0
2020-09-07,95.2175,200310.IB,2880000000.0,56.0,3.8362998962402335,95.2175,0
2020-09-08,95.1512,200310.IB,5261000000.0,83.0,3.8450000286102295,95.1512,0
2020-09-09,95.5358,200310.IB,3141000000.0,57.0,3.795000076293945,95.5358,0
2020-09-10,95.7287,200310.IB,4320000000.0,69.0,3.7699999809265137,95.7287,0
2020-09-11,95.4253,200310.IB,5726000000.0,76.0,3.809999942779541,95.4253,0
2020-09-14,95.2736,200310.IB,1973000000.0,59.0,3.829999923706055,95.2736,0
2020-09-15,95.4274,200310.IB,7710000000.0,81.0,3.809999942779541,95.4274,0
2020-09-16,95.4667,200310.IB,2130000000.0,45.0,3.805000066757202,95.4667,0
2020-09-17,95.3151,200310.IB,3780000000.0,67.0,3.825000047683716,95.3151,0
2020-09-18,95.2804,200310.IB,3266500000.0,71.0,3.829999923706055,95.2804,0
2020-09-21,95.5677,200310.IB,1912000000.0,52.0,3.7925000190734863,95.5677,0
2020-09-22,95.3346,200310.IB,7022000000.0,83.0,3.822999954223633,95.3346,0
2020-09-23,95.398,200310.IB,1180000000.0,27.0,3.815000057220459,95.398,0
2020-09-24,95.4253,200310.IB,5312000000.0,73.0,3.812000036239624,95.4253,0
2020-09-25,95.3252,200310.IB,1841000000.0,50.0,3.825000047683716,95.3252,0
2020-09-28,95.3971,200310.IB,5082000000.0,57.0,3.815999984741211,95.3971,0
2020-09-29,95.3666,200310.IB,1168000000.0,31.0,3.819999933242798,95.3666,0
2020-09-30,95.3801,200310.IB,2904000000.0,13.0,3.819999933242798,95.3801,0
2020-10-09,95.2905,200310.IB,1680000000.0,8.0,3.8315000534057617,95.2905,0
2020-10-12,95.3043,200310.IB,3165000000.0,38.0,3.829999923706055,95.3043,0
2020-10-13,95.36,200310.IB,1676000000.0,11.0,3.823100090026856,95.36,0
2020-10-14,95.2308,200310.IB,320000000.0,8.0,3.839999914169312,95.2308,0
2020-10-15,95.0819,200310.IB,2517300000.0,42.0,3.859999895095825,95.0819,0
2020-10-16,95.1121,200310.IB,1353000000.0,38.0,3.856300115585327,95.1121,0
2020-10-19,95.2378,200310.IB,1055100000.0,27.0,3.839999914169312,95.2378,0
2020-10-20,95.2768,200310.IB,4620000000.0,86.0,3.8350000381469727,95.2768,0
2020-10-21,95.4672,200310.IB,1952000000.0,47.0,3.809999942779541,95.4672,0
2020-10-22,95.62,200310.IB,3190000000.0,59.0,3.7899999618530273,95.62,0
2020-10-23,95.3961,200310.IB,2230000000.0,59.0,3.819999933242798,95.3961,0
2020-10-26,95.5865,200310.IB,2006000000.0,51.0,3.795000076293945,95.5865,0
2020-10-27,95.8573,200310.IB,4220000000.0,76.0,3.759500026702881,95.8573,0
2020-10-28,95.7024,200310.IB,1721250000.0,52.0,3.7799999713897705,95.7024,0
2020-10-29,95.6237,200310.IB,3244000000.0,51.0,3.7904999256134033,95.6237,0
2020-10-30,95.7457,200310.IB,882000000.0,28.0,3.775000095367432,95.7457,0
2020-11-02,95.7279,200310.IB,882600000.0,24.0,3.777499914169312,95.7279,0
2020-11-03,95.9386,200310.IB,3810000000.0,59.0,3.75,95.9386,0
2020-11-04,96.0136,200310.IB,1553000000.0,40.0,3.740000009536743,96.0136,0
2020-11-05,95.9766,200310.IB,2352000000.0,53.0,3.744999885559082,95.9766,0
2020-11-06,95.9386,200310.IB,347000000.0,10.0,3.75,95.9386,0
2020-11-09,95.6776,200310.IB,350000000.0,9.0,3.785000085830689,95.6776,0
2020-11-10,95.7733,200310.IB,3003000000.0,52.0,3.7725000381469727,95.7733,0
2020-11-11,95.7554,200310.IB,1091000000.0,27.0,3.775000095367432,95.7554,0
2020-11-12,95.6809,200310.IB,810000000.0,19.0,3.785000085830689,95.6809,0
2020-11-13,95.6465,200310.IB,670000000.0,14.0,3.7899999618530273,95.6465,0
2020-11-16,95.7231,200310.IB,555000000.0,15.0,3.7799999713897705,95.7231,0
2020-11-17,95.7242,200310.IB,1141000000.0,20.0,3.7799999713897705,95.7242,0
2020-11-18,95.7242,200310.IB,874000000.0,24.0,3.7799999713897705,95.7242,0
2020-11-19,95.4438,200310.IB,1875500000.0,23.0,3.817500114440918,95.4438,0
2020-11-20,95.391,200310.IB,874000000.0,17.0,3.825000047683716,95.391,0
2020-11-23,95.6942,200310.IB,700000000.0,16.0,3.785000085830689,95.6942,0
2020-11-24,95.6942,200310.IB,361000000.0,11.0,3.785000085830689,95.6942,0
2020-11-25,95.6962,200310.IB,560000000.0,15.0,3.7848000526428223,95.6962,0
2020-11-26,95.7751,200310.IB,900000000.0,17.0,3.775000095367432,95.7751,0
2020-11-27,95.7341,200310.IB,1590000000.0,20.0,3.7799999713897705,95.7341,0
2020-11-30,95.9458,200310.IB,831500000.0,13.0,3.752500057220459,95.9458,0
2020-12-01,95.9658,200310.IB,1009000000.0,24.0,3.75,95.9658,0
2020-12-02,95.9658,200310.IB,1000000000.0,8.0,3.75,95.9658,0
2020-12-03,95.9108,200310.IB,850000000.0,7.0,3.757999897003174,95.9108,0
2020-12-04,95.9899,200310.IB,1571000000.0,14.0,3.747499942779541,95.9899,0
2020-12-07,96.252,200310.IB,1670000000.0,20.0,3.712899923324585,96.252,0
2020-12-08,96.125,200310.IB,460800000.0,6.0,3.7300000190734863,96.125,0
2020-12-09,96.0873,200310.IB,1211000000.0,25.0,3.734999895095825,96.0873,0
2020-12-10,96.2393,200310.IB,1270000000.0,24.0,3.714999914169312,96.2393,0
2020-12-11,96.0172,200310.IB,445000000.0,10.0,3.744999885559082,96.0172,0
2020-12-14,96.0548,200310.IB,780500000.0,13.0,3.740000009536743,96.0548,0
2020-12-15,96.1878,200310.IB,450000000.0,9.0,3.722500085830689,96.1878,0
2020-12-16,96.2434,200310.IB,801690000.0,22.0,3.7153000831604,96.2434,0
2020-12-17,96.2801,200310.IB,1914700000.0,21.0,3.7105000019073486,96.2801,0
2020-12-18,96.2871,200310.IB,623000000.0,16.0,3.7100000381469727,96.2871,0
2020-12-21,96.4768,200310.IB,3300000000.0,23.0,3.684999942779541,96.4768,0
2020-12-22,96.7426,200310.IB,450000000.0,13.0,3.650000095367432,96.7426,0
2020-12-23,96.6678,200310.IB,703000000.0,17.0,3.660000085830689,96.6678,0
2020-12-24,96.5165,200310.IB,480000000.0,13.0,3.680000066757202,96.5165,0
2020-12-25,96.5958,200310.IB,180000000.0,7.0,3.670000076293945,96.5958,0
2020-12-28,96.37,200310.IB,1392000000.0,11.0,3.70009994506836,96.37,0
2020-12-29,96.388,200310.IB,882000000.0,9.0,3.697700023651123,96.388,0
2020-12-30,96.8435,200310.IB,300000000.0,9.0,3.637500047683716,96.8435,0
2020-12-31,96.9047,200310.IB,50000000.0,1.0,3.630000114440918,96.9047,0
2021-01-04,96.9426,200310.IB,860000000.0,18.0,3.625,96.9426,0
2021-01-05,96.88,200310.IB,467500000.0,10.0,3.633399963378906,96.88,0
2021-01-06,96.8695,200310.IB,781000000.0,16.0,3.634999990463257,96.8695,0
2021-01-07,96.9271,200310.IB,401500000.0,8.0,3.627500057220459,96.9271,0
2021-01-08,96.8352,200310.IB,1800000000.0,16.0,3.640000104904175,96.8352,0
2021-01-11,96.8408,200310.IB,640000000.0,5.0,3.63949990272522,96.8408,0
2021-01-12,96.68,200310.IB,900000000.0,10.0,3.66070008277893,96.68,0
2021-01-13,96.9744,200310.IB,740000000.0,8.0,3.622499942779541,96.9744,0
2021-01-14,97.0654,200310.IB,860000000.0,17.0,3.609999895095825,97.0654,0
2021-01-15,96.9924,200310.IB,450000000.0,14.0,3.619999885559082,96.9924,0
2021-01-18,96.8442,200310.IB,49000000.0,4.0,3.640000104904175,96.8442,0
2021-01-19,96.7698,200310.IB,1060870000.0,10.0,3.650000095367432,96.7698,0
2021-01-20,96.8056,200310.IB,1050000000.0,10.0,3.6449999809265137,96.8056,0
2021-01-21,96.9016,200310.IB,835900000.0,23.0,3.632499933242798,96.9016,0
2021-01-22,96.9998,200310.IB,800000000.0,18.0,3.619499921798706,96.9998,0
2021-01-25,96.9993,200310.IB,945000000.0,24.0,3.619999885559082,96.9993,0
2021-01-26,96.6993,200310.IB,370000000.0,8.0,3.660000085830689,96.6993,0
2021-01-27,96.7033,200310.IB,320000000.0,5.0,3.659499883651733,96.7033,0
2021-01-28,96.7033,200310.IB,0.0,,3.65959358215332,96.7033,0
2021-01-29,96.6301,200310.IB,280000000.0,7.0,3.670000076293945,96.6301,0
2021-02-01,96.5542,200310.IB,400000000.0,5.0,3.680000066757202,96.5542,0
2021-02-02,96.6675,200310.IB,480000000.0,7.0,3.6649999618530273,96.6675,0
2021-02-03,96.6725,200310.IB,611000000.0,10.0,3.6644999980926514,96.6725,0
2021-02-04,96.2974,200310.IB,946000000.0,19.0,3.7155001163482666,96.2974,0
2021-02-05,96.3302,200310.IB,252850000.0,6.0,3.7105000019073486,96.3302,0
2021-02-08,96.3021,200310.IB,113300000.0,5.0,3.714799880981445,96.3021,0
2021-02-09,96.171,200310.IB,80000000.0,4.0,3.732500076293945,96.171,0
2021-02-10,96.171,200310.IB,0.0,,3.732646226882935,96.171,0
2021-02-18,95.9461,200310.IB,78000000.0,5.0,3.765000104904175,95.9461,0
2021-02-19,95.6871,200310.IB,1660530000.0,13.0,3.799499988555908,95.6871,0
2021-02-22,96.0199,200310.IB,1072400000.0,13.0,3.755000114440918,96.0199,0
2021-02-23,96.0199,200310.IB,1152000000.0,15.0,3.755000114440918,96.0199,0
2021-02-24,96.0961,200310.IB,570000000.0,11.0,3.744999885559082,96.0961,0
2021-02-25,96.0973,200310.IB,1740000000.0,4.0,3.744999885559082,96.0973,0
2021-02-26,96.0453,200310.IB,89000000.0,4.0,3.752500057220459,96.0453,0
2021-03-01,96.2127,200310.IB,740000000.0,12.0,3.7300000190734863,96.2127,0
2021-03-02,96.2866,200310.IB,1250000000.0,23.0,3.7200000286102295,96.2866,0
2021-03-03,96.2877,200310.IB,982000000.0,11.0,3.7200000286102295,96.2877,0
2021-03-04,96.2676,200310.IB,1887000000.0,10.0,3.723000049591065,96.2676,0
2021-03-05,96.3915,200310.IB,890000000.0,9.0,3.7070000171661377,96.3915,0
2021-03-08,96.4422,200310.IB,1530000000.0,17.0,3.700000047683716,96.4422,0
2021-03-09,96.4443,200310.IB,911000000.0,5.0,3.700000047683716,96.4443,0
2021-03-10,96.5183,200310.IB,545000000.0,13.0,3.690000057220459,96.5183,0
2021-03-11,96.4454,200310.IB,1000000000.0,5.0,3.700000047683716,96.4454,0
2021-03-12,96.4486,200310.IB,300000000.0,3.0,3.700000047683716,96.4486,0
2021-03-15,96.4526,200310.IB,314000000.0,5.0,3.69950008392334,96.4526,0
2021-03-16,96.4098,200310.IB,1580000000.0,9.0,3.705499887466431,96.4098,0
2021-03-17,96.3993,200310.IB,110000000.0,4.0,3.7070000171661377,96.3993,0
2021-03-18,96.3993,200310.IB,0.0,,3.707107305526733,96.3993,0
2021-03-19,96.5299,200310.IB,740000000.0,9.0,3.690000057220459,96.5299,0
2021-03-22,96.6048,200310.IB,270000000.0,5.0,3.680000066757202,96.6048,0
2021-03-23,96.6424,200310.IB,214000000.0,10.0,3.674999952316284,96.6424,0
2021-03-24,96.8281,200310.IB,1065000000.0,16.0,3.650000095367432,96.8281,0
2021-03-25,96.8651,200310.IB,2120000000.0,33.0,3.6449999809265137,96.8651,0
2021-03-26,96.8658,200310.IB,380000000.0,7.0,3.6449999809265137,96.8658,0
2021-03-29,96.9431,200310.IB,329000000.0,7.0,3.634999990463257,96.9431,0
2021-03-30,96.9431,200310.IB,0.0,,3.634909152984619,96.9431,0
2021-03-31,97.0919,200310.IB,204570000.0,11.0,3.615000009536743,97.0919,0
2021-04-01,96.9653,200310.IB,60000000.0,1.0,3.632600069046021,96.9653,0
2021-04-02,96.9839,200310.IB,632000000.0,6.0,3.630000114440918,96.9839,0
2021-04-06,97.0024,200310.IB,60000000.0,2.0,3.627500057220459,97.0024,0
2021-04-07,97.0024,200310.IB,258000000.0,4.0,3.627599954605103,97.0024,0
2021-04-08,96.8012,200310.IB,870000.0,1.0,3.6549999713897705,96.8012,0
2021-04-09,96.9508,200310.IB,18700000.0,2.0,3.634999990463257,96.9508,0
2021-04-12,96.9508,200310.IB,0.0,,3.635003328323364,96.9508,0
2021-04-13,97.2478,200310.IB,430000000.0,11.0,3.595000028610229,97.2478,0
2021-04-14,97.2108,200310.IB,20000000.0,2.0,3.5999999046325684,97.2108,0
2021-04-15,97.1768,200310.IB,8500000.0,2.0,3.6050000190734863,97.1768,0
2021-04-16,97.2508,200310.IB,33000000.0,4.0,3.595000028610229,97.2508,0
2021-04-19,97.2513,200310.IB,50000000.0,3.0,3.595000028610229,97.2513,0
2021-04-20,97.3629,200310.IB,315000000.0,8.0,3.5799999237060547,97.3629,0
2021-04-21,97.2901,200310.IB,305000000.0,10.0,3.5899999141693115,97.2901,0
2021-04-22,97.345,200310.IB,170000000.0,3.0,3.5824999809265137,97.345,0
2021-04-23,97.364,200310.IB,300000000.0,7.0,3.5799999237060547,97.364,0
2021-04-26,97.1448,200310.IB,250000000.0,7.0,3.609999895095825,97.1448,0
2021-04-27,97.1448,200310.IB,570000000.0,10.0,3.609999895095825,97.1448,0
